1575262776476,54.6,21.4
1575262749302,54.5,21.5
1575262738737,54.7,21.3
1575262734892,54.6,21.4
1575262720525,54.5,21.4
1575262699743,54.6,21.4
1575262642551,54.6,21.4
1575262613513,54.6,21.4
1575262604483,54.6,21.3
1575262601100,54.6,21.4
1575262575751,54.7,21.4
1575262572203,54.7,21.4
1575262461673,54.7,21.4
1575262457381,54.7,21.4
1575262430812,54.7,21.4
1575262420364,54.7,21.4
1575262389158,54.7,21.5
1575262278195,54.7,21.4
1575262271163,54.6,21.4
1575262257183,54.7,21.4
1575262236579,54.7,21.4
1575262229182,54.7,21.4
1575262199952,54.7,21.5
1575262176793,54.7,21.3
1575262141706,54.8,21.4
1575262131852,54.8,21.4
1575262109348,54.9,21.4
1575262087167,54.8,21.5
1575262063640,54.8,21.4
1575262056173,54.9,21.4
1575262032296,54.7,21.4
1575262024753,54.8,21.4
1575262019927,54.7,21.5
1575262004912,54.7,21.4
1575261923606,54.7,21.4
1575261879637,54.8,21.4
1575261840797,54.7,21.4
1575261795697,54.7,21.4
1575261766095,54.7,21.4
1575261740848,54.8,21.5
1575261723565,54.7,21.4
1575261702783,54.7,21.4
1575261674104,54.7,21.5
1575261645633,54.8,21.5
1575261624542,54.8,21.5
1575261596578,54.7,21.4
1575261535407,54.7,21.5
1575261479889,54.7,21.4
1575261458460,54.7,21.4
1575261427271,54.7,21.4
1575261409443,54.6,21.5
1575261379782,54.7,21.4
1575261358073,54.7,21.4
1575261308640,54.5,21.4
1575261176471,54.6,21.4
1575261158425,54.5,21.5
1575261133136,54.6,21.5
1575260978392,54.5,21.5
1575260974690,54.6,21.5
1575260925975,54.5,21.5
1575260910969,54.6,21.5
1575260901833,54.6,21.5
1575260818632,54.5,21.5
1575260794175,54.5,21.5
1575260780213,54.5,21.5
1575260772642,54.6,21.5
1575260703657,54.6,21.5
1575260692566,54.4,21.6
1575260667674,54.4,21.5
1575260635207,54.4,21.5
1575260628592,54.5,21.4
1575260606603,54.5,21.5
1575260563935,54.5,21.4
1575260545836,54.4,21.5
1575260529636,54.4,21.4
1575260456586,54.6,21.6
1575260445639,54.4,21.4
1575260438996,54.6,21.6
1575260410105,54.5,21.5
1575260380986,54.5,21.5
1575260325679,54.5,21.4
1575260318298,54.6,21.5
1575260297480,54.4,21.5
1575260279292,54.4,21.5
1575260275844,54.5,21.5
1575260213075,54.5,21.4
1575260206330,54.5,21.5
1575260191677,54.5,21.4
1575260184897,54.5,21.5
1575260155343,54.5,21.4
1575260142294,54.5,21.5
1575260128541,54.6,21.5
1575260125178,54.4,21.6
1575260121825,54.5,21.5
1575260106956,54.5,21.5
1575260094620,54.6,21.5
1575259950238,54.5,21.5
1575259904720,54.5,21.5
1575259816434,54.4,21.4
1575259801198,54.5,21.5
1575259775042,54.4,21.5
1575259733329,54.3,21.5
1575259722635,54.5,21.6
1575259705020,54.4,21.5
1575259684437,54.6,21.5
1575259677725,54.4,21.4
1575259612571,54.4,21.5
1575259578681,54.4,21.5
1575259488870,54.4,21.5
1575259478550,54.3,21.5
1575259411147,54.4,21.5
1575259364017,54.4,21.5
1575259356652,54.4,21.5
1575259353286,54.5,21.5
1575259332670,54.4,21.5
1575259329083,54.5,21.6
1575259315320,54.4,21.5
1575259270351,54.4,21.5
1575259240789,54.4,21.5
1575259221575,54.4,21.5
1575259217344,54.3,21.5
1575259137913,54.2,21.5
1575259114423,54.3,21.5
1575259104278,54.2,21.5
1575259039922,54.3,21.5
1575259019234,54.3,21.5
1575259015726,54.4,21.6
1575259001463,54.3,21.5
1575258990714,54.4,21.6
1575258950687,54.3,21.5
1575258892118,54.3,21.6
1575258867643,54.3,21.5
1575258842595,54.3,21.5
1575258720033,54.2,21.5
1575258577388,54.2,21.5
1575258546189,54.3,21.6
1575258471742,54.2,21.5
1575258427235,54.2,21.5
1575258403196,54.1,21.5
1575258396378,54.2,21.5
1575258299592,54.3,21.5
1575258221290,54.2,21.5
1575258206643,54.2,21.5
1575258178420,54.1,21.5
1575258156576,54.1,21.5
1575258127997,54.2,21.5
1575258124375,54.1,21.5
1575258110219,54.2,21.6
1575258047383,54.2,21.6
1575258022607,54.1,21.5
1575257958433,54.1,21.6
1575257917390,54.1,21.6
1575257884390,54.1,21.5
1575257816695,54.2,21.6
1575257802290,54.2,21.6
1575257785582,54.1,21.5
1575257778437,54.1,21.5
1575257754576,54.2,21.5
1575257678246,54,21.5
1575257668286,54.1,21.5
1575257657836,54.2,21.5
1575257644081,54.1,21.5
1575257630564,54,21.6
1575257609839,54.1,21.5
1575257595676,54,21.5
1575257530923,53.9,21.5
1575257514192,54,21.6
1575257424589,54.1,21.5
1575257375033,54.2,21.6
1575257345909,54.1,21.5
1575257338633,54.1,21.5
1575257299319,54.1,21.6
1575257264176,54,21.5
1575257249720,54.1,21.5
1575257231300,54.1,21.6
1575257217772,54.1,21.5
1575257200244,54.1,21.6
1575257193384,54,21.6
1575257189827,54,21.5
1575257179573,54,21.5
1575257175965,54.1,21.5
1575257157484,54,21.5
1575257114679,54.1,21.5
1575257086029,54,21.5
1575257075581,54,21.5
1575257064737,54.1,21.6
1575257047164,54,21.6
1575257022921,54,21.6
1575256994244,53.9,21.6
1575256965333,54,21.5
1575256924786,54,21.5
1575256889877,53.9,21.5
1575256846130,54,21.5
1575256824824,53.9,21.5
1575256790828,53.9,21.5
1575256743395,54,21.5
1575256724426,54,21.5
1575256704695,54.1,21.5
1575256646224,54,21.5
1575256627868,53.9,21.5
1575256543720,53.9,21.5
1575256483735,53.9,21.5
1575256451310,53.9,21.5
1575256446526,54,21.6
1575256411690,54,21.5
1575256386305,54,21.6
1575256382976,54,21.5
1575256379577,54,21.5
1575256362264,53.9,21.5
1575256340835,53.9,21.6
1575256332542,53.9,21.5
1575256299590,53.9,21.4
1575256287283,53.9,21.5
1575256261792,53.8,21.6
1575256230718,53.8,21.5
1575256213824,53.9,21.5
1575256136643,53.9,21.5
1575256125183,53.9,21.4
1575256117713,53.9,21.6
1575256099876,53.8,21.5
1575256068036,53.9,21.5
1575256033294,53.8,21.6
1575256022887,53.9,21.6
1575255995527,53.8,21.6
1575255969629,53.8,21.5
1575255951996,53.8,21.5
1575255947424,53.7,21.6
1575255937625,53.9,21.6
1575255927125,53.8,21.6
1575255820748,53.9,21.5
1575255817104,53.8,21.6
1575255787315,53.8,21.6
1575255771835,53.9,21.6
1575255753791,53.9,21.7
1575255702731,53.9,21.7
1575255698533,53.8,21.6
1575255619951,53.9,21.5
1575255606776,53.8,21.5
1575255565575,53.9,21.5
1575255555397,53.9,21.6
1575255519017,53.9,21.6
1575255489474,54,21.5
1575255486089,53.8,21.5
1575255453392,53.9,21.6
1575255441944,53.9,21.5
1575255420631,53.9,21.6
1575255396025,53.8,21.5
1575255392637,53.9,21.5
1575255389268,53.8,21.5
1575255354181,53.8,21.5
1575255329038,53.9,21.5
1575255322495,53.8,21.6
1575255307535,53.9,21.6
1575255257928,53.8,21.6
1575255173923,53.9,21.5
1575255141515,53.9,21.5
1575255138172,53.8,21.6
1575255131151,53.9,21.6
1575255113913,53.8,21.6
1575255086075,53.9,21.6
1575255049000,54,21.6
1575255027182,53.9,21.6
1575254947508,53.9,21.5
1575254933230,53.9,21.5
1575254866624,53.8,21.5
1575254854967,53.9,21.6
1575254809705,53.9,21.4
1575254795850,54,21.6
1575254782105,53.9,21.5
1575254769707,54,21.5
1575254762766,54,21.5
1575254748576,53.9,21.6
1575254688843,54,21.5
1575254675027,53.9,21.5
1575254671277,53.9,21.6
1575254650249,54,21.6
1575254574702,54,21.5
1575254553603,54,21.6
1575254510961,54,21.5
1575254489571,54.1,21.6
1575254446767,54.1,21.5
1575254407262,54,21.5
1575254393268,54.1,21.5
1575254357053,54.2,21.6
1575254327631,54.1,21.5
1575254309254,54.2,21.6
1575254276768,54.2,21.6
1575254223212,54.3,21.6
1575254179669,54.3,21.5
1575254172718,54.3,21.5
1575254158670,54.3,21.6
1575254148617,54.3,21.5
