1575262794654,57.6,20.5
1575262716745,57.5,20.4
1575262692696,57.5,20.4
1575262653929,57.6,20.4
1575262624764,57.6,20.4
1575262482623,57.7,20.5
1575262423802,57.6,20.5
1575262396368,57.7,20.5
1575262267763,57.6,20.4
1575262240004,57.7,20.5
1575262221602,57.6,20.4
1575262210897,57.7,20.5
1575262078362,57.7,20.4
1575262049038,57.7,20.4
1575261968950,58,20.4
1575261913206,57.8,20.4
1575261847542,57.9,20.3
1575261830585,57.9,20.4
1575261802956,57.9,20.3
1575261785302,57.7,20.4
1575261706203,57.8,20.4
1575261663819,57.7,20.5
1575261642293,57.7,20.5
1575261627906,57.6,20.4
1575261613560,57.6,20.5
1575261592855,57.7,20.4
1575261504056,57.6,20.5
1575261493361,57.7,20.4
1575261454962,57.6,20.4
1575261448073,57.8,20.5
1575261430753,57.7,20.4
1575261390578,57.6,20.4
1575261383629,57.5,20.4
1575261372377,57.5,20.5
1575261342936,57.5,20.4
1575261294437,57.7,20.5
1575261273474,57.6,20.4
1575261187017,57.7,20.5
1575261118729,57.6,20.4
1575261024260,57.7,20.4
1575261003045,57.8,20.5
1575260943368,57.7,20.4
1575260939051,57.7,20.4
1575260922735,57.7,20.4
1575260893896,57.8,20.3
1575260879571,57.8,20.4
1575260864988,57.8,20.5
1575260783611,57.7,20.5
1575260761842,57.7,20.4
1575260681795,57.5,20.5
1575260578874,57.5,20.5
1575260478199,57.7,20.4
1575260417072,57.5,20.5
1575260321886,57.7,20.5
1575260300825,57.7,20.4
1575260237676,57.7,20.4
1575260227373,57.7,20.4
1575260166339,57.7,20.4
1575260135526,57.8,20.4
1575260048916,57.7,20.4
1575260027516,57.7,20.4
1575260002834,57.7,20.4
1575259924244,57.7,20.4
1575259729959,57.7,20.4
1575259691274,57.7,20.5
1575259687879,57.6,20.5
1575259673868,57.7,20.4
1575259544914,57.6,20.5
1575259537558,57.6,20.4
1575259530445,57.6,20.5
1575259511805,57.6,20.4
1575259457085,57.7,20.4
1575259435519,57.8,20.5
1575259418270,57.8,20.5
1575259336056,57.6,20.4
1575259318630,57.5,20.4
1575259290907,57.7,20.4
1575259208570,57.6,20.5
1575259168733,57.9,20.5
1575259165171,57.9,20.4
1575259110135,57.8,20.5
